time,answer,money,get_money,watch,views,gender,lable,url,content,,,,,,,,,,,,,,,,
2018/9/25 19:05,3,6,0,0,38,男,\,https://sns.guahao.com/question/jqLTD24278789039128576,男.30岁.三四天了.手上出现图中的包.涂了碘伏,,,,,,,,,,,,,,,,
2018/9/25 19:02,3,6,0,0,48,\,\,https://sns.guahao.com/question/ugmYH24278449510187008,包皮手术做完第四天.这种情况是不是有点发炎或者坏死了。还是纱布过紧？该怎么办呢？,,,,,,,,,,,,,,,,
2018/9/25 18:56,9,12,0,0,104,\,\,https://sns.guahao.com/question/nwKVT24277723608285184,朱静.30岁.这是我的体检报告.请医生帮忙看看严重吗？,,,,,,,,,,,,,,,,
2018/9/25 18:47,1,12,12,0,24,\,\,https://sns.guahao.com/question/NyZJu24276600317083649,有.但还在吃月经干净要去医院检查宫腔镜,,,,,,,,,,,,,,,,
2018/9/25 18:34,1,12,12,0,26,\,\,https://sns.guahao.com/question/qMLBS24274980049059842,谢谢！这个淋巴大概两个月.圆滑.晚上睡觉早上起来脖子有点僵硬痛！身体其它检查无恙！,,,,,,,,,,,,,,,,
2018/9/25 18:25,1,12,0,0,22,男,\,https://sns.guahao.com/question/NlsCo24273779913981952,男.26.我想问一下脚底这两个红点是什么严重吗,,,,,,,,,,,,,,,,
2018/9/25 18:22,3,6,0,0,26,女,\,https://sns.guahao.com/question/jAqIY24273477506760706,女.49颈椎紧疼.后脑勺疼.一个月,,,,,,,,,,,,,,,,
2018/9/25 18:22,2,6,0,0,32,男,\,https://sns.guahao.com/question/aMtpV24273376975585280,男.47岁.左脚趾中间3个发麻.没知觉,,,,,,,,,,,,,,,,
2018/9/25 18:18,1,18,18,0,6,\,\,https://sns.guahao.com/question/RoiLY24272880852303874,您好！如果是切除子宫手术就不考虑。您的手术是进行子宫黏连的分离手术还是其它？手术康复期多长时间？,,,,,,,,,,,,,,,,
2018/9/25 18:08,4,6,6,0,54,\,\,https://sns.guahao.com/question/dibJa24271653055823872,达英35还没吃完.下面就留黑的分泌物,,,,,,,,,,,,,,,,
2018/9/25 18:06,2,6,0,0,20,\,\,https://sns.guahao.com/question/mcSAj24271436455673857,我昨天来的大姨妈.昨天就开始头疼。到今天还在疼.以前从来没有这样的情况,,,,,,,,,,,,,,,,
2018/9/25 18:05,4,12,0,0,41,男,\,https://sns.guahao.com/question/NuStI24271238906019840,男宝四个月.从出生至今大便次数一直4-10次不等.黄色粘性大便状.有时大便水.晚上拉得少.白天拉的多.有时候刚吃完就拉.化验了好几次大便都正常.一直母乳喂养未添加过奶粉.这是怎么回事？,,,,,,,,,,,,,,,,
2018/9/25 18:02,4,6,0,0,43,女,\,https://sns.guahao.com/question/prbGY24270892626378755,女.30右手中指指甲盖疼下面一碰就疼,,,,,,,,,,,,,,,,
2018/9/25 17:56,1,6,0,0,23,男,\,https://sns.guahao.com/question/jNMsy24270113024802817,男孩.刚满两岁.最近肺部有炎症.低烧.医院上午先给灌肠.下午嘴巴就肿肿起来了.食物方面没有任何问题.医生说可能是对安奇梅林过敏.我就想给孩子查查过敏源.不知道该怎么去查？抽血检查？空腹吗？注意事项是什么？,,,,,,,,,,,,,,,,
2018/9/25 17:47,2,6,0,0,24,\,\,https://sns.guahao.com/question/LSaIz24269059568730113,求解答.今天一天没有吃东西了.今天下午做的可视人流手术现在麻醉已经醒了也离开医院回到家了.请问多少可以吃东西.能吃什么东西.可以吃红糖和鸡蛋,,,,,,,,,,,,,,,,
2018/9/25 17:42,1,12,12,0,39,\,\,https://sns.guahao.com/question/LjSAI24268419654287362,你好.请问我去查一下甲状腺.是怎么进行检查呢？.抽血吗.还要做b超吗？.如果都没问题的话.就正常补钙是吗？,,,,,,,,,,,,,,,,
2018/9/25 17:40,4,6,0,0,35,女,\,https://sns.guahao.com/question/ZPjHo24268156759474179,不知道被什么虫子咬了.一开始以为是蚊子咬的.抓挠以后越来越严重.非常痒.医生们帮忙看看是怎么回事.需要买什么药膏或者药品能够去除年龄：25性别：女,,,,,,,,,,,,,,,,
2018/9/25 17:39,2,6,0,0,26,\,\,https://sns.guahao.com/question/ueTQP24268082272829440,9岁的孩子.指甲变这样了.指甲越来越短了.有没有推荐的药膏呢？,,,,,,,,,,,,,,,,
2018/9/25 17:37,11,12,0,0,97,女,\,https://sns.guahao.com/question/QypOi24267746208448512,女28..腰酸.经常熬夜。大概是什么引起的.去医院应该挂什么科,,,,,,,,,,,,,,,,
2018/9/25 17:30,4,12,0,0,65,男,\,https://sns.guahao.com/question/VMzjg24266910382194690,30岁.男.这是网图.跟我的情况差不多.请问要怎么自疗？大概周期？费用？能根治吗？属于什么病？,,,,,,,,,,,,,,,,
2018/9/25 17:29,7,198,0,0,70,\,\,https://sns.guahao.com/question/oijkR24266816658374658,前段时间有用复方曲安奈德乳膏.这几天停了脸直接就红起来了很痒.还有一粒一粒的.只有两边脸颊会.其他的地方不会.还有一点脓.想知道什么病如何用药,,,,,,,,,,,,,,,,
2018/9/25 17:29,6,12,0,0,57,女,\,https://sns.guahao.com/question/RmGsB24266757501943808,女.28.之前无病史.体检便潜血检测阳性2952.请问这个检测值合理吗,,,,,,,,,,,,,,,,
2018/9/25 17:29,3,6,0,0,32,\,\,https://sns.guahao.com/question/dukex24266734986919938,大人身上有洗发水或者护肤品的味道.抱小孩.然后小孩身上也染上这种香味.对宝宝有影响么,,,,,,,,,,,,,,,,
2018/9/25 17:18,2,12,0,0,28,女,\,https://sns.guahao.com/question/BzNOV24265363963314177,女.31.帮忙看看结果.有时候会有无力感.平时晚上休息不好.要带一个4个月大的宝宝.小孩闹腾.所以休息不好,,,,,,,,,,,,,,,,
2018/9/25 17:13,4,12,0,0,50,男,\,https://sns.guahao.com/question/ZjQRt24264753939546114,男.1岁半.不会走路,,,,,,,,,,,,,,,,
2018/9/25 17:09,5,6,0,0,47,男,\,https://sns.guahao.com/question/djmCZ24264217934725121,许学彦.男.36岁.前几天突然感觉龟头下边缘碰疼.包皮有点肿.请问怎么了？,,,,,,,,,,,,,,,,
2018/9/25 17:09,4,30,0,0,61,男,\,https://sns.guahao.com/question/mvHkC24264214795321344,男43岁检查身体时肌酐偏高一点。,,,,,,,,,,,,,,,,
2018/9/25 17:08,1,6,0,0,17,\,\,https://sns.guahao.com/question/iBmMl24264161586380802,红细胞5.85血红蛋白172单核细胞比例1.8是什么症状？,,,,,,,,,,,,,,,,
2018/9/25 17:05,1,18,18,0,24,\,\,https://sns.guahao.com/question/fpIkT24263810609086467,谢谢！请问平时生活和餐饮方面有什注意事项吗？,,,,,,,,,,,,,,,,
2018/9/25 17:00,1,12,0,0,20,\,\,https://sns.guahao.com/question/rsImO24263126155296770,预约心脏B超.任暖.最快什么时候,,,,,,,,,,,,,,,,
2018/9/25 16:57,1,6,0,0,18,男,\,https://sns.guahao.com/question/QyzJK24262739560005634,男.26岁.三年前出现左经骨骨巨细胞病症.当时已经开刀了。昨天去复查.说是又复发.说是骨头被侵蚀了很多。然后还要开刀.医生说严重的话需要截肢.检查报告如下面的图。第一张是昨天拍的CT的图片。由于现在非常担心.想请问下.上海这边有哪些医院是这方面的权威？请尽快帮忙回答下.我想尽快挂号看诊。,,,,,,,,,,,,,,,,
2018/9/25 16:50,1,30,30,0,21,\,\,https://sns.guahao.com/question/ZdxNe24261830213926914,腿部做的手术。全麻。醒了之后眼睛很疼。眨眼就疼。有没有推荐的眼药水。不要眼膏,,,,,,,,,,,,,,,,
2018/9/25 16:46,4,12,0,0,32,男,\,https://sns.guahao.com/question/mwkUY24261372053323777,男.19个月.晚上睡觉时.突然醒来大哭.喉咙有痰.咳不出,,,,,,,,,,,,,,,,
2018/9/25 16:42,6,6,0,0,55,女,\,https://sns.guahao.com/question/WlYVm24260834272247809,年龄24.女.入职体检时发现血小板偏高.医生建议复查.因为具体不知道问题.请问需要挂什么科室呢？,,,,,,,,,,,,,,,,
2018/9/25 16:40,5,12,12,0,59,男,\,https://sns.guahao.com/question/evNUH24260553820110850,男.30岁.老是出虚汗.开过腰间盘,,,,,,,,,,,,,,,,
2018/9/25 16:38,4,6,0,0,69,男,\,https://sns.guahao.com/question/ulkNj24260357929336834,体检咨询！男性.41岁.体检异常项目罗列.想问下是否严重.应该怎么治疗和注意什么？谢谢！,,,,,,,,,,,,,,,,
2018/9/25 16:36,7,30,0,0,50,\,\,https://sns.guahao.com/question/gtJRr24260090861223936,一下子喘不过气来是什么病,,,,,,,,,,,,,,,,
2018/9/25 16:32,1,12,0,0,21,\,\,https://sns.guahao.com/question/ljYvI24259631073230849,近期化疗后的血指标如下.请问是否达到输血标准？上海这边是不是不太容易给输血呢？,,,,,,,,,,,,,,,,
2018/9/25 16:31,1,30,0,0,15,女,\,https://sns.guahao.com/question/DOgTy24259523332046850,女性37周岁老是感觉右后背的上方有什么东西压着感觉呼吸好累.用力深呼吸的时候会感觉好一点有时候深呼吸吸不上还是会感觉很难受,,,,,,,,,,,,,,,,
2018/9/25 16:26,5,12,12,0,89,\,\,https://sns.guahao.com/question/BHyVn24258890803773440,您帮忙看一下报告.去哪里复诊,,,,,,,,,,,,,,,,
2018/9/25 16:23,5,6,0,0,51,\,\,https://sns.guahao.com/question/ByOVe24258468053549059,已经查过过敏原.不知需要用什么药？,,,,,,,,,,,,,,,,
2018/9/25 16:17,13,6,0,0,100,女,\,https://sns.guahao.com/question/SwMgo24257693101391873,女.26岁.胃疼.近期吃饭不规律.有时会饿着.有时吃饭又吃的很撑.最近几天一到下午吃饭前后都胃疼！,,,,,,,,,,,,,,,,
2018/9/25 16:13,4,12,0,0,53,\,\,https://sns.guahao.com/question/fQAMf24257167479570433,10个月15天.牙龈那边有个黑点.这是什么情况,,,,,,,,,,,,,,,,
2018/9/25 16:12,3,6,0,0,35,\,\,https://sns.guahao.com/question/LUHkF24257126906003458,吴洪坤六岁五个月劲部有淋巴结肿大,,,,,,,,,,,,,,,,
2018/9/25 16:11,5,12,0,0,41,\,\,https://sns.guahao.com/question/Pqvii24256975567126528,全麻行了之后眼睛疼。磨得荒,,,,,,,,,,,,,,,,
2018/9/25 16:11,2,6,0,0,52,\,\,https://sns.guahao.com/question/jJBFn24256915779420161,八个月婴幼儿.嘴角有一点伤.多大可以医治？费用大约多少？,,,,,,,,,,,,,,,,
2018/9/25 16:06,1,1,1,0,31,\,\,https://sns.guahao.com/question/hMImu24256295924203523,为什么我会对这么多药物耐药.我去其他地方买强力霉素都没有买的.这个药是有其他名字吗.这个好治吗,,,,,,,,,,,,,,,,
2018/9/25 16:03,5,6,0,0,42,女,\,https://sns.guahao.com/question/VUFbL24255918925447169,孕妇前三个月可不可以吃海鲜啊.例如.八带.虾.海螺.旮旯。喜欢吃海鲜.而且吃了好多次了.有没有影响啊。,,,,,,,,,,,,,,,,
2018/9/25 16:03,1,6,0,0,66,\,\,https://sns.guahao.com/question/kbYsx24255893658959873,这几张有什么异常吗？,,,,,,,,,,,,,,,,
2018/9/25 16:02,2,6,0,0,15,女,\,https://sns.guahao.com/question/plhFx24255838646501378,性别女.28岁.今天早上开始左胸下.第4.5根肋骨里面间歇性痛.大概间隔20.30秒抽痛一次。最近在准备考研.可能休息不足。没有其他特别情况。请问医生这个病症是什么问题？需要用什么药呢？,,,,,,,,,,,,,,,,
2018/9/25 16:01,2,0,0,0,21,女,\,https://sns.guahao.com/question/gTkLz24255690619027459,女.3岁.您好！请问小孩四岁不爱吃饭.又经常喊肚子痛。该挂哪个科室。,,,,,,,,,,,,,,,,
2018/9/25 15:56,1,6,0,0,27,\,\,https://sns.guahao.com/question/XCQwt24255059374178306,医生您好.我的大拇指指甲盖下面长了一个黑色的小包.不痛不痒的.有一个多月了.也不消失.不知道是什么原因.请问这个该怎么处理呢？,,,,,,,,,,,,,,,,
2018/9/25 15:54,4,6,0,0,57,男,\,https://sns.guahao.com/question/WocIz24254874076119041,徐永和.男.60岁.做了胃镜和肠镜检查.麻烦医生帮我看看有什么问题吗.我也不怎么懂,,,,,,,,,,,,,,,,
2018/9/25 15:54,7,12,0,0,103,\,\,https://sns.guahao.com/question/xYLJn24254846882316289,请问一下这个是什么情况？全血钙偏低,,,,,,,,,,,,,,,,
2018/9/25 15:49,1,12,12,0,30,\,\,https://sns.guahao.com/question/NUZzM24254146903343104,前段时间经常熬夜.我以为是干活累的.最近一个星期都在家里休息.躺在床上双腿还是发软.全身使不上力气.今天去医院化验了血.肝肾查了大概四样血吧.都正常.血压160也正常.不知道身上到底出了什么病症！不是说对症下药才能更好的发挥作用吗.可是我就是不知道身体什么症状.明天还要去医院做个检查.可是我都不知道挂号该查什么,,,,,,,,,,,,,,,,
2018/9/25 15:48,1,6,0,0,16,女,\,https://sns.guahao.com/question/coGCE24254099834830848,女.30岁.生完孩子后.月经量减少.现在宝宝18个月了.小腹经常不定时的隐隐作痛.不知道是什么原因,,,,,,,,,,,,,,,,
2018/9/25 15:48,2,6,0,0,100,\,\,https://sns.guahao.com/question/xKKCT24254015562874881,这是什么意思？报告？？？,,,,,,,,,,,,,,,,
2018/9/25 15:46,2,0,0,0,54,男,\,https://sns.guahao.com/question/USJlT24253842797395970,男.29岁.以前都是秒射然后医生建议涂利多卡因！涂了利多卡因后就一会儿硬.一会儿软还是无法进行性生活！请问医生怎么办,,,,,,,,,,,,,,,,
2018/9/25 15:43,1,6,0,0,24,\,\,https://sns.guahao.com/question/tXqqS24253464796266497,29岁.有过3次人流.月经一个星期了还没干净.前4天感觉流不出来.现在排好多血块.有大有小.这几个天天吃红枣.不知道有没有影响！,,,,,,,,,,,,,,,,
2018/9/25 15:42,4,6,0,0,50,\,\,https://sns.guahao.com/question/eFfiv24253279695306753,尿布疹用什么药最管用.鞣酸抑菌软膏怎么样,,,,,,,,,,,,,,,,
2018/9/25 15:41,1,6,6,0,34,男,\,https://sns.guahao.com/question/QJcwP24253153107017730,您好。我目前40岁.男。千年时觉得双膝响痛.去年中做mri..说是膝关节轻度退行性变.股骨内腂局部关节软骨磨损伴软骨下骨质变性。最近一年.试过中医和西医。西医就是开些氨基软骨素.中医给我在膝盖上打过些几丁糖。时好时坏.但只要稍用力.肯定疼.甚至平路走都疼。我在您的介绍上看到自体软骨移植修复。不知道是否适合。而且.我也咨询过其他大夫.说是这种技术不太成熟。可我又看到国外有很多类似的应用。所以想请教您是否这种技术可以很大程度上改善我的状况？谢谢,,,,,,,,,,,,,,,,
2018/9/25 15:38,2,6,6,0,27,\,\,https://sns.guahao.com/question/pBxLx24252775848247297,大夫您好.一到秋天我皮肤特别干燥.尤其是脚部,,,,,,,,,,,,,,,,
2018/9/25 15:25,4,6,0,0,51,\,\,https://sns.guahao.com/question/IiOzy24251121583292417,孕73天双孕囊无胎芽,,,,,,,,,,,,,,,,
2018/9/25 15:24,6,6,0,0,45,\,\,https://sns.guahao.com/question/Kjaim24251020217450498,请问:耳朵中经常有粥油样的液体.不疼.但有些异味.耵聍也湿软粘在里面.有时耳内有堵塞闷的感觉。请问这是怎么回事？怎么办？,,,,,,,,,,,,,,,,
2018/9/25 15:22,8,30,0,0,67,女,\,https://sns.guahao.com/question/AbXQw24250787878174723,女.45天.b超显示幽门肥厚.现在医生要求给小孩做照影.我想知道钡剂对小孩的伤害有多大？会影响大脑和身体的发育吗？有没有什么危险？不做照影可以手术吗？,,,,,,,,,,,,,,,,
2018/9/25 15:18,2,6,0,0,90,\,\,https://sns.guahao.com/question/oMgVw24250289999642624,图一62天.图二72天,,,,,,,,,,,,,,,,
2018/9/25 15:17,8,12,0,0,64,\,\,https://sns.guahao.com/question/tJocw24250199939514370,年龄90.激光做过一次.现在又长出来了.请问这个哪里看好呢？,,,,,,,,,,,,,,,,
2018/9/25 15:17,1,1,1,0,41,\,\,https://sns.guahao.com/question/zhGfC24250196949008384,您觉得我这种情况多久才能恢复正常呢？需要涂抹药膏消红吗？比较担心那块恢复不了,,,,,,,,,,,,,,,,
2018/9/25 15:11,1,6,0,0,22,男,\,https://sns.guahao.com/question/pXuSV24249354114105345,72岁.男.最近吃饭感觉舌根没知觉.一直每天喝两顿酒.有时吃一次三粒消炎片后症状稍微有点好.不吃就没知觉,,,,,,,,,,,,,,,,
2018/9/25 15:02,2,0,0,0,16,女,\,https://sns.guahao.com/question/txlou24248313192759298,女.20岁.宫颈活检结果出来了.hpv筛查是高危53阳性.其他都是阴性.现在的情况严重吗？,,,,,,,,,,,,,,,,
2018/9/25 14:59,5,12,0,0,96,\,\,https://sns.guahao.com/question/zLUlx24247938194636801,点阵激光.鼻部那块皮肤第二天洗脸后破损（图一）现在二十三天鼻部还是红色（图二三）请问这种情况还能恢复吗？还需要多久才能正常？会留疤吗？,,,,,,,,,,,,,,,,
2018/9/25 14:55,4,12,12,0,47,\,\,https://sns.guahao.com/question/hAhfK24247399094484995,宝宝两岁10个月.昨天挂了头孢和阿奇.昨天晚上出了一片片疹子.请问问题大不大,,,,,,,,,,,,,,,,
2018/9/25 14:51,6,6,0,0,55,\,\,https://sns.guahao.com/question/vRRga24246946099134466,前几天老公半麻做了个跟腱手术.要孩子是不是得等到三个月以后呢？,,,,,,,,,,,,,,,,
2018/9/25 14:47,19,12,0,0,364,\,\,https://sns.guahao.com/question/znmrQ24246351621554177,医生您好.我前天晚上跟朋友去了一个按摩会所.在里面找了一个技师按摩.在里面就是隔着内裤摸过她.我的手臂上面也不记得是否放在床上.后面我用手臂擦过一次眼睛.但是不是靠鼻子侧的眼角.没有做过别的.我担心床上有病毒然后我手臂放到床上.之后用手臂擦眼睛病毒到眼睛.这样有危险吗.会得病吗.我很后悔.医生帮我解答一下吧.如果不会说明一下原因.我觉得自己心理有问题了.需要这样才能释怀！,,,,,,,,,,,,,,,,
2018/9/25 14:46,3,0,0,0,41,男,\,https://sns.guahao.com/question/gAPtV24246248294875137,男.31岁.男.34岁.最近发现头上有一块地方头发没有了！.其他方面没啥毛病！.这个啥问题呢？有啥好的解决方法或者建议呢！,,,,,,,,,,,,,,,,
2018/9/25 14:41,7,12,0,0,71,\,\,https://sns.guahao.com/question/lHdDb24245664881868802,26岁.未婚未孕.白带有点红.上次月经特别少.颜色深。月经结束后就是红色白带。,,,,,,,,,,,,,,,,
2018/9/25 14:36,1,30,30,0,8,\,\,https://sns.guahao.com/question/htpGX24244956166160386,现在服用的是头孢克肟咀嚼片和清热散结胶囊.是否对治？,,,,,,,,,,,,,,,,
2018/9/25 14:24,1,12,12,0,10,\,\,https://sns.guahao.com/question/bhkkW24243526059491330,是的！总感觉有东西在转动.但是又看不到东西.就昨天晚上眼睛进了个飞虫.飞虫弄出来了.但是眼睛就开始不舒服了.如果是结石的话应该不至于这么快吧,,,,,,,,,,,,,,,,
2018/9/25 14:16,15,12,0,0,127,\,\,https://sns.guahao.com/question/wUcvt24242538560946176,每次来月经少.每个月都提前三四天.这次来一天.非常少.,,,,,,,,,,,,,,,,
2018/9/25 14:16,9,12,0,0,88,女,\,https://sns.guahao.com/question/AZvnm24242531139092482,女我想问一下宫腔镜探查手术费多少,,,,,,,,,,,,,,,,
2018/9/25 14:15,3,0,0,0,24,女,\,https://sns.guahao.com/question/idZLc24242367609503744,女.23岁.上个月做了腹腔镜手术.前两天到医院复查、因为没来例假.所以相关检查也没做.开了2盒益玛欣黄体酮胶囊.来了例假在做检查.但又忘了问用法用量。因为之前也吃过益玛欣一盒一天一次。,,,,,,,,,,,,,,,,
2018/9/25 14:14,6,6,0,0,39,\,\,https://sns.guahao.com/question/CZJHy24242200340660225,替老妈问诊.前几天她去药房那里仪器测出她肝功能不好.去年动一个小手术常规血检测出她好像是小三阳.就去专科医院看了(报告如附图).请问医生大侠目前她需要注意什么？平时有什么办法可以调理的？,,,,,,,,,,,,,,,,
2018/9/25 14:13,9,6,0,0,102,\,\,https://sns.guahao.com/question/zHpBP24242082212249603,帮看一下血常规和尿常规是否正常？检查这天是月经结束的第2天.同时感到舌头和喉咙有点疼.估计有点发炎。,,,,,,,,,,,,,,,,
2018/9/25 14:10,3,12,0,0,40,\,\,https://sns.guahao.com/question/jnLoe24241713602166786,眼睛里面感觉有东西.但是扒开来看又看不到.压着特别难受,,,,,,,,,,,,,,,,
2018/9/25 13:53,3,12,0,0,25,女,\,https://sns.guahao.com/question/rFmhS24239618528444419,女孩.4岁.最近唱说自己肚子疼,,,,,,,,,,,,,,,,
2018/9/25 13:52,6,6,0,0,62,女,\,https://sns.guahao.com/question/PCgln24239462814908419,7岁女童红箭头的乳牙是不是要拔掉,,,,,,,,,,,,,,,,
2018/9/25 13:51,1,0,0,0,9,男,\,https://sns.guahao.com/question/PhZoV24239303152402432,男.32岁.医生.你好！我头皮变成这样了.用的药见图片.请问是副作用吗？谢谢,,,,,,,,,,,,,,,,
2018/9/25 13:47,5,6,0,0,48,女,\,https://sns.guahao.com/question/tZRgY24238849796374530,女.29岁.断奶一年半.有残乳.是否正常。,,,,,,,,,,,,,,,,
2018/9/25 13:45,2,6,6,0,15,女,\,https://sns.guahao.com/question/CZqJO24238617522110464,女37岁.有时候痒.胳膊也有一些.,,,,,,,,,,,,,,,,
2018/9/25 13:45,1,6,6,0,13,\,\,https://sns.guahao.com/question/hdcOz24238562421571585,您好！现在我们市人民医院建议摘除胆囊.进行活检。活检性质好的话.如何治疗？不好的话如何治疗.能配合什么中药治疗？,,,,,,,,,,,,,,,,
2018/9/25 13:42,7,30,0,0,78,\,\,https://sns.guahao.com/question/nZGmF24238180488249347,先是脚后跟痒.肿去来了.然后脚掌也痒肿起来了。以前手上也出现过类似情况.先手心痒肿起来到手腕痒肿,,,,,,,,,,,,,,,,
2018/9/25 13:37,1,30,30,0,10,\,\,https://sns.guahao.com/question/DPdlw24237520946528258,没探捅.没冲洗.就是有点眼水.偶尔有眼屎！眼水在眼角处用手挤一下就出来了.您是哪个医院的.加我微信15156966108,,,,,,,,,,,,,,,,
2018/9/25 13:35,6,6,0,0,61,男,\,https://sns.guahao.com/question/FqUEz24237279165874177,男.20岁.最近鼻子老是流血.尤其是用纸捅鼻孔就会流血,,,,,,,,,,,,,,,,
2018/9/25 13:32,1,6,6,0,9,\,\,https://sns.guahao.com/question/LnRDR24236948675657729,正常。能不能痊愈要多久,,,,,,,,,,,,,,,,
2018/9/25 13:31,9,12,0,0,96,\,\,https://sns.guahao.com/question/wvtNU24236865804632067,优思明可以连续吃2盒吗,,,,,,,,,,,,,,,,
2018/9/25 13:27,1,30,30,0,26,\,\,https://sns.guahao.com/question/QlhRZ24236318651351042,做了肠镜.没有问题.癌细胞指数也在正常范围内.现在不能吃饭.一直疼.只能靠止疼片缓解,,,,,,,,,,,,,,,,
2018/9/25 13:26,4,6,0,0,20,\,\,https://sns.guahao.com/question/WNZEp24236244739358723,左腹肋骨下经常隐隐作痛.有时候还会拉肚子.反反复复.请问这个地方是胃吗？有时候还会按压痛,,,,,,,,,,,,,,,,
2018/9/25 13:26,1,6,6,0,19,\,\,https://sns.guahao.com/question/HFYbQ24236226752086018,您好.医生.我是想问我阴道里面长肉球是属于正常现象吗？我用药消炎多久二次复查啊！消除炎症后hpv也会随后转向阴性吗,,,,,,,,,,,,,,,,
2018/9/25 13:26,1,6,6,0,9,\,\,https://sns.guahao.com/question/uJWzk24236137648259074,这智齿有必要去上海九院拔吗？？感觉很难排队.费用可能也贵……上海新华医院这种也可以轻松搞定吧？？(:3▓?,,,,,,,,,,,,,,,,
2018/9/25 13:11,1,12,0,0,18,男,\,https://sns.guahao.com/question/dOqXW24234366976688130,您好.男25岁.手臂上长了很多小红点.请问是什么症状,,,,,,,,,,,,,,,,
2018/9/25 13:07,1,6,0,0,24,\,\,https://sns.guahao.com/question/DRmba24233852958441473,我家6月龄宝.之前大便很好很规律.每天一次.偶尔会发生两次卜情况。添加辅食一月多以来.尤其近两周左右.出现一吃就拉的现象.遇吃即拉的情况每天要有3、4次。大便成型而且目测正常.其他状态都很好。请问这个情况.我该怎么办？,,,,,,,,,,,,,,,,
2018/9/25 13:03,1,12,12,0,10,\,\,https://sns.guahao.com/question/LyrUV24233292893061120,我是安徽舒城的.方便加个微信吗15156966108.我的微信.我姓黄你贵姓.探捅会不会痛,,,,,,,,,,,,,,,,
2018/9/25 13:03,1,12,0,0,18,男,\,https://sns.guahao.com/question/AOIYd24233267156779009,三周岁.男孩吃饭后就说肚子疼,,,,,,,,,,,,,,,,
2018/9/25 13:02,1,12,12,0,32,\,\,https://sns.guahao.com/question/EQmsv24233198395392003,不是.写错了.是9月21日喝的四物汤.也就是上周五.然后9月23日就开始流褐色分泌物的。我买了两幅.只熬了一副喝。其中有当归.党参、黄芪、熟地、川芎、益母草、白芍七种。其中当归是20g.其余都是10克。熬了两次.我上午下午各喝了一次。,,,,,,,,,,,,,,,,
2018/9/25 13:01,5,12,0,0,57,\,\,https://sns.guahao.com/question/nJcpO24233106592563201,你好！我现在来月经第二天！腰有点酸！月经量不是特别多！大热天的穿着长秀衣服还是感觉有点冷！可以喝当归红枣枸杞红糖水吗,,,,,,,,,,,,,,,,
2018/9/25 12:59,3,6,0,0,47,\,\,https://sns.guahao.com/question/sfePk24232847596355585,请问这个值正常吗.？,,,,,,,,,,,,,,,,
